entity_id,name,type,display_id
"1658","Brill","5","27"
"1659","Plaguelands","5","27"
"1660","Silverpine","5","27"
"1661","The Undercity","5","27"
"1662","The Undercity","5","27"
"1663","The Undercity","5","27"
"1664","The Undercity","5","27"
"1665","The Undercity","5","27"
"1666","The Undercity","5","27"
"1667","Incendicite Mineral Vein","3","384"
"1668","Dun Algaz","5","22"
"1669","Dun Algaz","5","22"
"1670","Barrel of Powder","5","33"
"1673","Fel Cone","3","10405"
"1674","Gnomeregan","5","26"
"1675","The Sepulcher","5","150"
"1676","Pyrewood Village","5","150"
"1677","Tirisfal","5","150"
"1678","Ambermill","5","150"
"1679","Pyrewood Village","5","150"
"1680","Shadowfang Keep","5","150"
"1681","Tirisfal","5","150"
"1682","Quest Chest","2","10"
"1684","Blacksmith's Anvil","8","14650"
"1685","Forge","8","14059"
"1686","The Sepulcher","5","150"
"1687","The Sepulcher","5","150"
"1688","Tirisfal","5","150"
"1689","Ambermill","5","150"
"1690","Pyrewood","5","150"
"1691","Shadowfang Keep","5","150"
"1692","Deep Elem Mine","5","150"
"1693","Ambermill","5","150"
"1694","The Sepulcher","5","150"
"1695","Pyrewood Village","5","150"
"1696","Shadowfang Keep","5","150"
"1697","Tirisfal","5","150"
"1698","Gilneas","5","150"
"1699","Hillsbrad Plains","5","150"
"1700","Pyrewood Village","5","150"
"1701","Shadowfang Keep","5","150"
"1702","The Sepulcher","5","150"
"1703","Gilneas","5","150"
"1704","Hillsbrad Plains","5","150"
"1705","Pyrewood Village","5","150"
"1706","Shadowfang Keep","5","150"
"1707","Gilneas","5","150"
"1708","Ambermill","5","150"
"1709","The Sepulcher","5","150"
"1710","Hillsbrad Foothills","5","150"
"1711","Gilneas","5","150"
"1712","Ambermill","5","150"
"1713","Hillsbrad Plains","5","150"
"1714","Pyrewood Village","5","150"
"1715","Shadowfang Keep","5","150"
"1719","Orc Lock","0","153"
"1721","Locked ball and chain","10","181"
"1722","Locked ball and chain","10","181"
"1723","Mudsnout Blossom","3","389"
"1726","Missing!","2","156"
"1727","Keg of Shindigger Stout","3","32"
"1728","Dusty Rug","2","159"
"1729","Tainted Keg","5","32"
"1730","Tainted Keg Smoke","5","431"
"1731","Copper Vein","50","310"
"1732","Tin Vein","50","315"
"1733","Silver Vein","50","314"
"1734","Gold Vein","50","311"
"1735","Iron Deposit","50","312"
"1736","Shipment of Iron","3","31"
"1740","Syndicate Documents","2","163"
"1743","Forge","8","197"
"1744","Anvil","8","166"
"1745","Forge","8","233"
"1748","Anvil","8","273"
"1749","Forge","8","197"
"1759","Hillsbrad Town Registry","3","185"
"1760","Weathered Bookcase","3","189"
"1761","Hillsbrad Proclamation","10","210"
"1764","Locked ball and chain","5","181"
"1765","Worn Wooden Chest","3","1"
"1766","Fire","8","192"
"1767","Helcular's Grave","2","193"
"1768","Flame of Azel","10","194"
"1769","Flame of Veraz","10","194"
"1770","Flame of Uzel","10","194"
"1771","Southshore","5","195"
"1772","Tarren Mill","5","195"
"1773","Hillsbrad","5","195"
"1774","Silverpine Forest","5","195"
"1775","Tarren Mill","5","195"
"1776","Durnholde Keep","5","195"
"1777","Silverpine Forest","5","195"
"1778","Hillsbrad","5","195"
"1779","Southshore","5","195"
"1780","Tarren Mill","5","195"
"1781","Alterac Mountains","5","195"
"1782","Hillsbrad","5","195"
"1783","Southshore","5","195"
"1784","Dun Garok","5","195"
"1785","Durnholde Keep","5","195"
"1786","Dun Garok","5","195"
"1787","Arathi Highlands","5","195"
"1788","Southshore","5","195"
"1789","Tarren Mill","5","195"
"1790","Durnholde Keep","5","195"
"1791","Arathi Highlands","5","195"
"1792","Durnholde Keep","5","195"
"1793","Dun Garok","5","195"
"1794","Tarren Mill","5","195"
"1795","Southshore","5","195"
"1796","Anvil","8","273"
"1797","Forge","8","197"
"1799","Campfire","8","192"
"1801","Campfire","8","192"
"1802","Campfire","8","192"
"1804","Campfire","8","192"
"1805","Campfire","8","192"
"1806","Campfire","8","192"
"1807","Campfire","8","192"
"1808","Campfire","8","192"
"1809","Campfire","8","192"
"1810","Campfire","8","192"
"1811","Campfire","8","192"
"1812","Campfire","8","192"
"1813","Campfire","8","192"
"1814","Campfire","8","192"
"1815","Campfire","8","192"
"1816","Campfire","8","192"
"1817","Campfire","8","192"
"1819","Campfire","8","192"
"1820","Campfire","8","192"
"1822","Campfire","8","192"
"1824","Campfire","8","192"
"1825","Campfire","8","192"
"1826","Campfire","8","192"
"1827","Campfire","8","192"
"1829","Campfire","8","199"
"1831","Bonfire","8","200"
"1832","Bonfire","8","200"
"1833","Campfire","8","192"
"1834","Campfire","8","192"
"1835","Campfire","8","192"
"1836","Campfire","8","192"
"1837","Campfire","8","192"
"1838","Campfire","8","192"
"1839","Campfire","8","192"
"1840","Campfire","8","192"
"1841","Campfire","8","192"
"1842","Campfire","8","192"
"1843","Campfire","8","192"
"1844","Campfire","8","192"
"1845","Campfire","8","192"
"1846","Campfire","8","192"
"1847","Campfire","8","192"
"1848","Campfire","8","192"
"1849","Campfire","8","192"
"1850","Campfire","8","192"
"1851","Campfire","8","192"
"1852","Campfire","8","192"
"1853","Campfire","8","192"
"1854","Campfire","8","192"
"1855","Campfire","8","192"
"1856","Campfire","8","192"
"1857","Campfire","8","192"
"1858","Campfire","8","192"
"1859","Campfire","8","192"
"1860","Campfire","8","192"
"1864","Campfire","8","192"
"1865","Campfire","8","192"
"1866","Campfire","8","192"
"1867","Campfire","8","192"
"1868","Campfire","8","192"
"1869","Campfire","8","192"
"1870","Campfire","8","192"
"1872","Campfire","8","192"
"1873","Campfire","8","192"
"1874","Campfire","8","192"
"1875","Campfire","8","192"
"1876","Campfire","8","192"
"1877","Campfire","8","192"
"1878","Campfire","8","192"
"1879","Campfire","8","192"
"1880","Campfire","8","192"
"1881","Campfire","8","192"
"1882","Campfire","8","192"
"1883","Bonfire","8","200"
"1884","Bonfire","8","200"
"1885","Bonfire","8","200"
"1886","Bonfire","8","200"
"1887","Bonfire","8","200"
"1891","Campfire","8","192"
"1892","Campfire","8","192"
"1893","Campfire","8","192"
"1894","Campfire","8","192"
"1895","Campfire","8","192"
"1897","Anvil","8","273"
"1898","Campfire","8","192"
"1901","Campfire","8","192"
"1902","Campfire","8","192"
"1903","Campfire","8","192"
"1904","Campfire","8","192"
"1908","Campfire","8","192"
"1909","Campfire","8","192"
"1911","Campfire","8","192"
"1914","Campfire","8","192"
"1915","Cooking Fire","8","192"
"1916","Campfire","8","192"
"1917","Campfire","8","192"
"1921","Campfire","8","192"
"1923","Campfire","8","192"
"1926","Campfire","8","192"
"1928","Bonfire","8","199"
"1936","Campfire","8","199"
"1937","Campfire","8","199"
"1939","Campfire","8","199"
"1940","Campfire","8","192"
"1941","Campfire","8","192"
"1943","Campfire","8","192"
"1944","Campfire","8","192"
"1945","Campfire","8","192"
"1946","Campfire","8","192"
"1947","Campfire","8","192"
"1948","Campfire","8","192"
"1949","Campfire","8","192"
"1950","Campfire","8","192"
"1951","Campfire","8","192"
"1952","Campfire","8","192"
"1953","Campfire","8","192"
"1954","Campfire","8","192"
"1957","Campfire","8","192"
"1958","Campfire","8","192"
"1959","Campfire","8","192"
"1960","Campfire","8","192"
"1961","Campfire","8","192"
"1962","Campfire","8","192"
"1964","Campfire","8","192"
"1967","Firepit","8","201"
"1969","Campfire","8","192"
"1970","Campfire","8","192"
"1971","Campfire","8","192"
"1972","Campfire","8","192"
"1973","Campfire","8","192"
"1975","Campfire","8","192"
"1976","Campfire","8","192"
"1977","Campfire","8","200"
"1979","Campfire","8","192"
"1981","Campfire","8","192"
"1984","Campfire","8","192"
"1985","Campfire","8","192"
"1986","Campfire","8","192"
"1987","Campfire","8","192"
"1988","Campfire","8","192"
"1989","Campfire","8","192"
"1990","Campfire","8","192"
"1991","Campfire","8","192"
"1992","Campfire","8","192"
"1997","Campfire","8","192"
"1998","Campfire","8","192"
"1999","Campfire","8","192"
"2000","Campfire","8","192"
"2001","Campfire","8","192"
"2002","Campfire","8","192"
"2005","Campfire","8","192"
"2006","Campfire","8","192"
"2010","Anvil","8","273"
"2014","Anvil","8","273"
"2015","Forge","8","233"
"2016","Tarren Mill","5","195"
"2017","Alterac Mountains","5","195"
"2018","Alterac City","5","195"
"2019","Strahnbrad","5","195"
"2020","Durnholde Keep","5","195"
"2021","Hillsbrad","5","195"
"2022","Southshore","5","195"
"2023","Strahnbrad","5","203"
"2024","Andorhal","5","203"
"2025","Alterac City","5","203"
"2026","Hillsbrad Foothills","5","203"
"2027","Andorhal","5","203"
"2028","Strahnbrad","5","203"
"2029","Alterac City","5","203"
"2030","Alterac City","5","203"
"2031","Andorhal","5","203"
"2032","Warning!!!! Plaguelands","5","22"
"2033","Agamand Mills","5","27"
"2034","Brill","5","27"
"2036","Agamand Mills","5","27"
"2037","Deathknell","5","27"
"2038","Brill","5","27"
"2039","Hidden Strongbox","3","10"
"2040","Mithril Deposit","50","313"
"2041","Liferoot","50","677"
"2042","Fadeleaf","50","697"
"2043","Khadgar's Whisker","50","701"
"2044","Dragon's Teeth","50","10249"
"2045","Stranglekelp","50","700"
"2046","Goldthorn","50","698"
"2047","Truesilver Deposit","50","314"
"2048","Hillsbrad Foothills","5","150"
"2049","Gilneas","5","150"
"2050","Pyrewood Village","5","150"
"2051","Shadowfang Keep","5","150"
"2052","Ambermill","5","150"
"2053","TWO-SOLUTION TEST","3","10"
"2054","Tin Vein","3","315"
"2055","Copper Vein","3","310"
"2056","Campfire","8","192"
"2057","Campfire","8","192"
"2059","A Dwarven Corpse","2","211"
"2061","Campfire","6","0"
"2062","Campfire","8","192"
"2066","Bonfire Damage","6","0"
"2067","Serpent Ward","6","212"
"2068","Pupellyverbos Port","3","225"
"2076","Bubbling Cauldron","2","216"
"2082","Uther the Lightbringer","9","218"
"2083","Bloodsail Correspondence","2","183"
"2084","Musquash Root","3","47"
"2085","Singing Crystals","3","219"
"2086","Bloodsail Charts","3","222"
"2087","Bloodsail Orders","3","220"
"2096","Trade District","5","27"
"2098","Cathedral Square","5","27"
"2099","Cathedral Square","5","27"
"2100","Old Town","5","27"
"2101","Mage Quarter","5","27"
"2102","Cathedral Square","5","27"
"2105","Cathedral Square","5","27"
"2106","Cathedral Square","5","27"
"2108","Trade District","5","27"
"2109","Fragrant Flowers","5","169"
"2110","Cathedral Square","5","26"
"2111","Trade District","5","26"
"2112","Old Town","5","26"
"2113","Old Town","5","26"
"2115","Trade District","5","26"
"2116","Cathedral Square","5","26"
"2117","Stormwind Keep","5","26"
"2119","Old Town","5","26"
"2120","Stormwind Keep","5","26"
"2122","Trade District","5","26"
"2123","Old Town","5","26"
"2124","Mage Quarter","5","26"
"2125","Trade District","5","26"
"2127","Mage Quarter","5","26"
"2128","Trade District","5","26"
"2129","Cathedral Square","5","26"
"2131","Cathedral Square","5","26"
"2133","Trade District","5","26"
"2134","Cathedral Square","5","26"
"2136","Old Town","5","26"
"2138","The Empty Quiver","5","724"
"2139","Weller's Arsenal","5","725"
"2140","Cathedral Square","5","26"
"2141","Mage Quarter","5","26"
"2142","Goldshire","5","26"
"2143","Old Town","5","26"
"2145","Stormwind Counting House","5","7719"
"2146","Everyday Merchandise","5","726"
"2150","The Silver Shield","5","718"
"2152","Pig and Whistle Tavern","5","538"
"2153","Heavy Handed Weapons","5","725"
"2154","The Protective Hide","5","718"
"2155","Honest Blades","5","725"
"2156","Limited Immunity","5","718"
"2157","Just Maces","5","725"
"2158","Righteous Plates","5","718"
"2159","City Hall","5","681"
"2160","The Argent Dawn","5","681"
"2161","Duncan's Textiles","5","719"
"2162","Stormwind Staves","5","725"
"2163","Essential Components","5","751"
"2164","The Slaughtered Lamb","5","538"
"2165","Pyrotechnics","5","751"
"2166","Alchemy Needs","5","751"
"2167","Ancient Curios","5","726"
"2169","The Blue Recluse","5","538"
"2171","Mage Quarter","5","26"
"2173","Cathedral Square","5","26"
"2175","Cathedral Square","5","26"
"2176","Trade District","5","26"
"2177","The Finest Thread","5","719"
"2178","Mage Quarter","5","26"
"2179","Cathedral Square","5","26"
"2181","Mage Quarter","5","26"
"2182","Trade District","5","26"
"2186","Cathedral Square","5","26"
"2187","Trade District","5","26"
"2189","Old Town","5","26"
"2190","Cathedral Square","5","26"
"2191","Trade District","5","26"
"2289","Ruined Lifeboat","2","223"
"2332","Barbequed Buzzard Wings","5","224"
"2333","Stranglevine Wine","5","225"
"2334","campfire","8","192"
"2335","Bonfire","8","200"
"2336","Campfire","8","192"
"2371","Headhunter Skull","5","226"
"2489","High Back Chair","7","91"
"2531","","7","91"
"2549","Cookie Test Chest","3","10"
"2551","Boiled Skull","5","226"
"2552","Cauldron Steam","5","431"
"2553","A Soggy Scroll","2","164"
"2554","Cortello's Riddle","3","164"
"2555","Musty Scroll","2","164"
"2556","Cortello's Treasure","2","10"
"2557","Altar of the Tides","10","227"
"2558","Test","5","197"
"2559","Maury's Lock Test Chest","3","10"
"2560","Half-Buried Bottle","3","228"
"2561","Freezing Trap","6","3071"
"2562","Baked Bread","5","229"
"2563","Altar of the Tides - Focused","5","230"
"2574","Anvil","8","273"
"2575","Forge","8","233"
"2576","Altar of the Tides","10","227"
"2652","Ebenezer Rustlocke's Corpse","2","211"
"2653","Lesser Bloodstone Deposit","3","48"
"2654","Goblin Land Mine","6","1247"
"2656","Waterlogged Letter","3","164"
"2657","Legends of the Earth","2","184"
"2661","Campfire","8","192"
"2663","Campfire","8","192"
"2664","Campfire","8","192"
"2665","Bonfire","8","200"
"2666","Bonfire","8","200"
"2667","Campfire","8","192"
"2670","Wetlands","5","195"
"2672","Stromgarde","5","195"
"2673","Thandol Span","5","195"
"2674","Wetlands","5","195"
"2675","Stromgarde","5","195"
"2676","Thandol Span","5","195"
"2677","Wetlands","5","195"
"2678","Hillsbrad Plains","5","195"
"2679","Stromgarde","5","195"
"2680","Hammerfall","5","195"
"2681","Hammerfall","5","195"
"2682","Stromgarde","5","195"
"2683","Hammerfall","5","195"
"2684","Stromgarde","5","195"
"2685","Refuge Pointe","5","22"
"2686","Apothecary Table","5","234"
"2687","Bottle","5","225"
"2688","Keystone","2","235"
"2689","Stone of West Binding","3","236"
"2690","Stone of Outer Binding","3","236"
"2691","Stone of East Binding","3","236"
"2692","Bottle 002","5","237"
"2693","Bottle 003","5","238"
"2694","Bottle 004","5","228"
"2695","Book","5","107"
"2696","Bucket 001","5","239"
"2697","Candlelabra 001","5","240"
"2698","Cup 001","5","241"
"2699","Blue Aura, column","5","230"
"2700","Campfire","3","192"
"2701","Iridescent Shards","2","1687"
"2702","Stone of Inner Binding","2","236"
"2703","Trollbane's Tomb","2","11"
"2704","Cache of Explosives","10","243"
"2705","Shards of Myzrael","8","244"
"2707","Maiden's Folly Charts","3","222"
"2708","Spirit of Silverpine Charts","3","222"
"2709","Maiden's Folly Log","3","184"
"2710","Spirit of Silverpine Log","3","254"
"2711","Charging Stone","5","236"
"2712","Calcified Elven Gem","3","247"
"2713","Wanted Board","2","202"
"2714","Alterac Granite","3","248"
"2715","Runed Pedestal","10","249"
"2716","Trelane's Chest","3","10"
"2717","Trelane's Footlocker","3","1"
"2718","Trelane's Lockbox","3","41"
"2719","Bubbling Cauldron","8","216"
"2722","Floating Sparkles","5","250"
"2723","Bale of Hay","3","251"
"2724","Sack of Oats","3","252"
"2726","Anvil","8","273"
"2727","Forge","8","233"
"2728","Forge","8","233"
"2729","Anvil","8","273"
"2732","Campfire","8","192"
"2734","Waterlogged Chest","2","1"
"2735","TEST Bombwagon","10","243"
"2736","TEST Burning Book","10","255"
"2737","TEST Cannon","10","245"
"2738","TEST Burning Scroll","10","210"
"2739","Chest of the Black Feather","3","10"
"2740","Chest of the Raven Claw","3","10"
"2741","Chest of the Sky","3","10"
"2742","Chest of Nesting","3","10"
"2743","Carved Stone Urn","3","52"
"2744","Giant Clam","3","261"
"2843","Battered Chest","3","259"
"2844","Tattered Chest","50","259"
"2845","Tattered Chest","50","259"
"2846","Tattered Chest","3","259"
"2847","Tattered Chest","3","259"
"2849","Battered Chest","3","259"
"2850","Solid Chest","3","259"
"2851","Iron Bound Chest","3","259"
"2852","Solid Chest","3","259"
"2853","Iron Bound Chest","3","259"
"2854","Iron Bound Chest","3","259"
"2855","Solid Chest","3","259"
"2856","Iron Bound Chest","3","259"
"2857","Solid Chest","3","259"
"2861","Lethlor Aura - 0","5","95"
"2862","Lethlor Aura - 1","5","263"
"2863","Lethlor Aura - 2","5","264"
"2864","Lethlor Aura - 3","5","265"
"2865","Lethlor Aura - 4","5","266"
"2866","Firebloom","50","2312"
"2867","Excavation Supply Crate","3","31"
"2868","Crumpled Map","2","222"
"2869","Ancient Chest","3","1387"
"2870","Yellow aura, very tall column","5","266"
"2871","Seaworn Altar","8","402"
"2872","Enchanted Sea Kelp","5","267"
"2873","Blue aura, short column","5","263"
"2874","test lock object","3","261"
"2875","Battered Dwarven Skeleton","2","211"
"2883","Ripe Pumpkin","3","60"
"2884","Clam","3","261"
"2885","Large Crate","3","31"
"2886","Barrel","3","288"
"2887","Cauldron","3","216"
"2888","Woodpile","3","289"
"2889","Powder Keg","3","33"
"2890","Full Mine Cart","3","292"
"2891","Balia'mah Trophy Skulls","3","293"
"2892","Ziata'jai Trophy Skulls","3","293"
"2893","Zul'Mamwe Trophy Skulls","3","293"
"2895","TEST Lever","10","295"
"2903","Blue aura, short column, scale 4","5","263"
"2904","Water Well Cleansing Aura","5","298"
"2907","Water Pitcher","3","297"
"2908","Sealed Supply Crate","2","287"
"2909","Wildmane Water Pump","8","299"
"2910","Well Stone","3","362"
"2911","Stormbull Water Well","8","299"
"2912","Ambercorn","3","424"
"2913","Winterhoof Water Well","8","299"
"2914","Tribal Fire","8","200"
"2968","Bloodhoof Village","5","308"
"2969","Thunder Bluff","5","308"
"2970","Bloodhoof Village","5","308"
"2971","The Barrens","5","308"
"2972","Camp Narache","5","308"
"2973","Camp Narache","5","308"
"2974","Thunder Bluff","5","308"
"2975","Bloodhoof Village","5","308"
"2976","The Barrens","5","308"
"2977","Camp Narache","5","308"
"2978","Bloodhoof Village","5","308"
"3076","Dirt-stained Map","2","222"
"3084","Fire","8","307"
"3187","Anvil","8","273"
"3189","Attack Plan: Valley of Trials","10","210"
"3190","Attack Plan: Sen'jin Village","10","210"
"3191","Attack Plan: Razor Hill","10","210"
"3192","Attack Plan: Orgrimmar","10","210"
"3194","Bloodhoof Village","5","308"
"3195","Thunder Bluff","5","308"
"3196","Thunder Bluff","5","308"
"3197","Bloodhoof Village","5","308"
"3198","Bloodhoof Village","5","308"
"3199","The Barrens","5","308"
"3200","Campfire","8","192"
"3201","Campfire","8","199"
"3202","Grom'gol","5","309"
"3203","Arena","5","309"
"3204","Booty Bay","5","309"
"3205","Arena","5","22"
"3206","Booty Bay","5","22"
"3207","Duskwood","5","22"
"3208","Booty Bay","5","309"
"3209","Grom'Gol","5","309"
"3210","Arena","5","309"
"3211","Duskwood","5","22"
"3212","Booty Bay","5","22"
"3213","Arena","5","22"
"3214","Arena","5","309"
"3215","Grom'Gol","5","309"
"3216","Arena","5","22"
"3217","Duskwood","5","22"
"3218","Burning Seed Circle of Power","5","410"
"3219","Scott's Cannon","10","245"
"3220","Campfire","8","192"
"3221","Scott's Placed Cannon","10","245"
"3222","Anvil","8","273"
"3223","Forge","8","233"
"3225","Razor Hill","5","309"
"3226","Orgrimmar","5","309"
"3227","The Den","5","309"
"3228","The Barrens","5","309"
"3229","The Den","5","309"
"3230","Razor Hill","5","309"
"3231","Razor Hill","5","309"
"3232","Razor Hill","5","309"
"3233","The Den","5","309"
"3234","Orgrimmar","5","309"
"3235","Orgrimmar","5","309"
"3236","Gnomish Toolbox","3","318"
"3237","Imprisoned Darkspear","3","226"
"3238","Chen's Empty Keg","3","319"
"3240","Taillasher Eggs","3","412"
"3246","Campfire","8","199"
"3249","Campfire","8","199"
"3251","Campfire","8","192"
"3252","Campfire","8","192"
"3256","Campfire","8","199"
"3258","Campfire","8","199"
"3260","Campfire","8","199"
"3262","Campfire","8","199"
"3264","Campfire","8","199"
"3266","Cauldron","8","216"
"3271","","7","39"
"3272","","7","39"
"3274","","7","39"
"3275","","7","39"
"3276","Sen'jin Village","5","309"
"3286","Roaring Fire","8","192"
"3290","Stolen Supply Sack","3","323"
"3296","Scorching Fire","8","192"
"3298","Blazing Fire","8","192"
"3301","Burning Embers","8","192"
"3303","Warm Fire","8","192"
"3307","Campfire","8","192"
"3308","Bonfire","8","324"
"3310","Campfire","8","192"
"3311","Campfire","8","192"
"3314","The Barrens","5","309"
"3315","Boiling Cauldron","8","216"
"3454","Instance Portal (Raid 4 Difficulties)","31","11469"
"3523","TEST Circle of Flame","5","410"
"3524","The Demon Seed","3","327"
"3525","The Altar of Fire","10","328"
"3636","Campfire","8","192"
"3637","Campfire","8","192"
"3640","Laden Mushroom","3","359"
"3642","Kolkars' Booty","3","1"
"3643","Old Footlocker","2","8"
"3644","Bael Modan Flying Machine","5","330"
"3645","Ripe Watermelon","3","332"
"3646","General Twinbraid's Strongbox","3","10"
"3656","Bonfire","8","200"
"3657","Abandoned Mine Car","3","333"
"3658","Water Barrel","3","334"
"3659","Barrel of Melon Juice","3","334"
"3660","Armor Crate","3","335"
"3661","Weapon Crate","3","335"
"3662","Food Crate","3","336"
"3666","Test Goober Barrel","10","334"
"3667","Test Goober bombwagon","10","243"
"3668","Test Goober Book01","10","255"
"3669","Test Goober BookOpenMedium01","10","560"
"3670","Test Goober BookTrapArm","10","338"
"3671","Test Goober BittpmBigRed","10","339"
"3672","Test Goober Cannon01","10","245"
"3673","Test Goober Crate01","10","335"
"3674","Test Goober Crate02","10","336"
